,Unnamed: 0,0,〇,×,pred,ans
0,0,〇,〇,,〇,×
1,1,〇,〇,,〇,×
2,2,〇,〇,,〇,〇
3,3,〇,〇,,〇,〇
4,4,❌,,,,×
5,5,〇,〇,,〇,〇
6,6,〇,〇,,〇,×
7,7,×,,×,×,〇
8,8,"Could not parse tool input: {'name': 'functions[0]', 'arguments': '__arg1=""株式会社の設立に当たり発起人が作成し，その全員が署名又は記名押印した定款は，公証人の認証を受けなければ，その効力を生じない。""'} because the `arguments` is not valid JSON.",,,,〇
9,9,"Could not parse tool input: {'name': 'functions[0]', 'arguments': '__arg1: ""イ．募集設立の場合において，株式会社の成立により発起人が受ける報酬及びその発起人の氏名又は名称が定款に記載又は記録されていないときは，これを創立総会の決議により定めることができる。""'} because the `arguments` is not valid JSON.",,,,×
10,10,"Could not parse tool input: {'name': 'functions[0]', 'arguments': '__arg1: ""発起人が，その引き受けた設立時発行株式につき，金銭以外の財産を出資の目的とする場合，発起人の全員の同意があるときは，登記，登録その他権利の設定又は移転を第三者に対抗するために必要な行為は，株式会社の成立後にすることができる。""'} because the `arguments` is not valid JSON.",,,,〇
11,11,"Could not parse tool input: {'name': 'functions[0]', 'arguments': '__arg1 は正しいです。'} because the `arguments` is not valid JSON.",,,,×
12,12,〇,〇,,〇,〇
13,13,〇,〇,,〇,〇
14,14,〇,〇,,〇,×
15,15,❌,,,,×
16,16,×,,×,×,×
17,17,〇,〇,,〇,×
18,18,〇,〇,,〇,〇
19,19,〇,〇,,〇,〇
20,20,〇,〇,,〇,〇
21,21,×,,×,×,×
22,22,〇,〇,,〇,×
23,23,〇,〇,,〇,〇
24,24,〇,〇,,〇,×
25,25,〇,〇,,〇,〇
26,26,〇,〇,,〇,〇
27,27,〇,〇,,〇,×
28,28,〇,〇,,〇,×
29,29,〇,〇,,〇,×
30,30,〇,〇,,〇,〇
31,31,〇,〇,,〇,〇
32,32,×,,×,×,〇
33,33,×,,×,×,〇
34,34,〇,〇,,〇,×
35,35,〇,〇,,〇,×
36,36,〇,〇,,〇,〇
37,37,〇,〇,,〇,〇
38,38,〇,〇,,〇,×
39,39,〇,〇,,〇,×
40,40,〇,〇,,〇,×
41,41,〇,〇,,〇,×
42,42,〇,〇,,〇,〇
43,43,〇,〇,,〇,〇
44,44,×,,×,×,〇
45,45,〇,〇,,〇,×
46,46,〇,〇,,〇,〇
47,47,〇,〇,,〇,×
48,48,〇,〇,,〇,×
49,49,❌,,,,〇
50,50,〇,〇,,〇,〇
51,51,〇,〇,,〇,×
52,52,〇,〇,,〇,×
53,53,〇,〇,,〇,〇
54,54,〇,〇,,〇,〇
55,55,〇,〇,,〇,×
56,56,〇,〇,,〇,〇
57,57,〇,〇,,〇,×
58,58,×,,×,×,〇
59,59,〇,〇,,〇,×
60,60,〇,〇,,〇,〇
61,61,〇,〇,,〇,×
62,62,×,,×,×,〇
63,63,〇,〇,,〇,×
64,64,〇,〇,,〇,〇
65,65,〇,〇,,〇,×
66,66,〇,〇,,〇,×
67,67,×,,×,×,〇
68,68,〇,〇,,〇,×
69,69,〇,〇,,〇,×
70,70,〇,〇,,〇,〇
71,71,〇,〇,,〇,〇
72,72,❌,,,,〇
73,73,〇,〇,,〇,×
74,74,〇,〇,,〇,×
75,75,〇,〇,,〇,〇
76,76,〇,〇,,〇,×
77,77,〇,〇,,〇,〇
78,78,〇,〇,,〇,×
79,79,〇,〇,,〇,〇
